full_name,email_address,age,gender,phone_number,location,country,date_joined,lead_source,utm_campaign,utm_medium,notes,is_subscribed
  Tejas Rama  ,tejas_rama@email.com,46,M,2233854033, Amaravati ,India,2022-06-23,google_form,,cpc,,False
  Chelsea Miah  ,chelsea.miah@outlook.com,,F,+44(0)2074960441, Collinsview ,UK,2024-09-02,email_capture,camp_310,social,,False
  Harini De  ,harini.de@yahoo.com,38,F,5023126532,Patiala,India,2023-10-16,partner_import,camp_499,cpc,,True
  Stephanie Burns  ,stephanieburns@hotmail.com,53,F,568-650-9574x430, Lake Patriciashire ,USA,2022-03-18,google_form,camp_171,organic,follow up,True
  Alla Steinberg  ,alla47@outlook.com,,F,+49(0)2380617445, Rastatt ,Germany,2023-12-11,google_form,camp_662,cpc,,True
  Urs Anders  ,,18,M,03494937597, Wismar ,Germany,2023-01-10,google_form,,organic,,True
  Charles Collier  ,charles80@yahoo.com,35,M,797.520.3859x3401, Parkermouth ,USA,2024-02-05,facebook_lead,camp_747,organic,do not contact,True
  Jose Mills  ,jose56@outlook.com,28,F,,North Alexander,Singapore,2023-11-01,email_capture,camp_740,email,,True
  Dipta Narayanan  ,dipta_narayanan@gmail.com,35,F,+914972490322, Agartala ,India,2023-03-04,email_capture,camp_565,,VIP,True
  Vasatika Sur  ,vasatika.sur@hotmail.com,20,M,, Bidhannagar ,India,2022-05-11,email_capture,camp_212,social,do not contact,True
  Benjamin Dixit  ,benjamin.d@gmail.com,32,M,+910617413644, Phusro ,India,2022-09-29,email_capture,camp_679,social,do not contact,False
  Christopher Rodriguez  ,christopherrodriguez@hotmail.com,37,M,001-972-618-1143, Stevenville ,Singapore,2022-01-16,partner_import,camp_734,social,,False
  Ruth Rose  ,ruthrose@gmail.com,18,M,, New Cameron ,UK,2022-08-07,google_form,,email,do not contact,True
  Kelly Rodriguez  ,kelly.r@hotmail.com,32,M,931-732-5936x78136, North Susanview ,USA,2023-06-24,partner_import,,social,do not contact,True
  Anusha Singhal  ,anusha.s@email.com,22,M,01218939127, Gurgaon ,India,2024-07-29,partner_import,camp_254,organic,follow up,False
  Kevin Nelson  ,kevin.n@hotmail.com,30,M,0808 1570965, Lake Richard ,UK,2024-08-24,partner_import,,cpc,,False
  Ruthild Ritter  ,ruthild1@email.com,29,F,+49(0) 206038505,Zerbst,Germany,2023-09-25,facebook_lead,camp_476,cpc,,True
  Stephanie Hernandez  ,stephanie.hernandez@yahoo.com,18,M,+1-914-210-5276x9819,Port Timothy,USA,2024-05-04,facebook_lead,,social,do not contact,True
  Ekta Balan  ,STACY86@EMAIL.COM,54,M,06122283056, Anantapuram ,India,2024-01-09,webinar_signup,,cpc,follow up,True
  Oni Pandit  ,onipandit@hotmail.com,,F,+910455559502, Rajpur Sonarpur ,India,2022-07-17,partner_import,,organic,VIP,False
  Abbie Stephenson  ,abbiestephenson@yahoo.com,22,M,(0121) 496 0466,Prattshire,UK,2022-06-19,google_form,camp_945,organic,,True
  Joseph Anderson  ,joseph_anderson@gmail.com,28,M,888.956.2258x66059, Ramirezburgh ,USA,2024-05-15,partner_import,,organic,,True
  Gaurangi Sangha  ,gaurangi.sangha@yahoo.com,31,F,,Nellore,India,2022-07-26,google_form,camp_568,organic,,False
  Devon Mccarthy  ,devon25@email.com,19,F,654.385.9655x94282,Port Heathermouth,USA,2022-08-12,email_capture,camp_673,email,,True
  Harry Brock  ,harrybrock@outlook.com,27,F,6174-4518, Smithborough ,Australia,2023-05-27,webinar_signup,,organic,,False
  Anthony Cantu  ,anthony_cantu@yahoo.com,34,M,3005245393, Lake Natalie ,USA,2023-06-26,webinar_signup,camp_967,,,False
  Lindsey Turner  ,lindsey.t@hotmail.com,27,M,(0808) 1570353, Walkerstad ,UK,2022-03-25,facebook_lead,camp_444,,,False
  Lisa Sawyer  ,lisa.s@hotmail.com,26,M,655-361-1002x2557, Lisaburgh ,Singapore,2024-08-18,facebook_lead,,,,False
  Kathleen Hodgson  ,kathleen59@outlook.com,40,F,+44116 4960824, South Scottview ,UK,2022-08-07,facebook_lead,,cpc,,True
  David Lall  ,david37@gmail.com,40,M,6008236962,Phusro,India,2022-08-23,email_capture,camp_779,organic,do not contact,True
  Kelly Mueller  ,kelly77@gmail.com,18,M,, North Sarah ,Australia,2023-11-30,partner_import,camp_993,organic,,True
  Anay Gour  ,anay_gour@email.com,30,M,2209755061, Medininagar ,India,2024-01-12,partner_import,camp_105,organic,,True
  Baljiwan Sankaran  ,baljiwan_sankaran@email.com,36,F,7015120039, Nizamabad ,India,2024-01-09,partner_import,,social,do not contact,False
  Nicole Wilcox  ,nicole30@yahoo.com,32,M,, Justinhaven ,USA,2022-07-29,webinar_signup,camp_271,organic,,True
  Dayamai Bali  ,dayamai_bali@hotmail.com,44,M,06972162183, Ahmednagar ,India,2022-07-18,email_capture,,cpc,,False
  Alicia Reyes  ,aliciareyes@outlook.com,18,M,001-697-827-3677, Lake Adam ,USA,2023-02-16,webinar_signup,,organic,do not contact,True
  Elijah Dugar  ,elijah.dugar@gmail.com,19,F,6921053071,Malegaon,India,2022-12-02,partner_import,camp_331,cpc,do not contact,False
  Gerta Kohl  ,gertakohl@yahoo.com,38,F,+49(0)1383 67024, Bad Liebenwerda ,Germany,2023-04-10,webinar_signup,,cpc,,False
  Michael Robertson  ,,46,F,001-325-443-1832x8123,New Douglas,USA,2022-12-15,webinar_signup,camp_606,organic,,True
  Omisha Basak  ,omisha.b@gmail.com,32,F,+918228377427, Satna ,India,2024-10-11,google_form,camp_960,,,True
  Yvonne Miller  ,yvonne_miller@hotmail.com,40,M,+44(0)116 4960513, Francisport ,UK,2022-08-02,webinar_signup,camp_269,organic,follow up,True
  Bhavika Naik  ,bhavika.n@hotmail.com,42,M,08872820632,Kadapa,India,2023-06-22,webinar_signup,camp_516,,follow up,True
  Atharv Buch  ,atharv.buch@yahoo.com,23,F,+916980446658,Durgapur,India,2024-01-26,email_capture,camp_932,email,,False
,emily_greenwood@gmail.com,,M,0131 496 0549,Gillianville,UK,2022-04-09,webinar_signup,,cpc,,True
  Anika Swaminathan  ,anika.s@yahoo.com,33,M,00960647245, Mirzapur ,India,2023-01-03,partner_import,camp_204,cpc,follow up,True
  Triya Kalla  ,triya.k@outlook.com,51,F,08747788407,Medininagar,India,2024-08-28,webinar_signup,camp_895,organic,do not contact,True
  Anjali Saha  ,not-valid-email,37,M,07770612988, Jamnagar ,India,2022-05-21,facebook_lead,,organic,,True
  Maureen Smith  ,maureen.s@outlook.com,40,F,591-906-0183x6472, Andrewburgh ,USA,2024-01-05,facebook_lead,camp_691,social,,True
  Damini Dubey  ,damini50@yahoo.com,55,M,08092826164, Bahraich ,India,2022-03-16,facebook_lead,,email,,True
  Avi Agarwal  ,avi31@outlook.com,18,M,03718605668,Panihati,India,2022-05-21,webinar_signup,camp_257,,,True
  Katie Powell  ,katie77@gmail.com,41,F,001-617-922-5775x458, South Eric ,USA,2022-03-06,partner_import,,cpc,,True
  Matthew Gallegos  ,matthew.gallegos@gmail.com,46,F,, Cherylborough ,Canada,2023-06-20,facebook_lead,,social,,True
  Ashley Johnson  ,,47,Other,, Lake Scott ,USA,2022-12-30,google_form,,email,,False
  Falan Ratti  ,falan_ratti@email.com,48,M,04795127983,Akola,India,2023-10-26,google_form,camp_236,email,do not contact,True
  David Harrison  ,david.h@email.com,40,F,, East Eric ,USA,2023-03-08,email_capture,camp_926,email,follow up,True
  Adweta Deol  ,adweta27@outlook.com,42,,5354160199, Tadepalligudem ,India,2024-08-16,partner_import,camp_881,organic,follow up,True
  Advika Bahri  ,advikabahri@email.com,41,Other,7017086715, Thane ,India,2024-05-11,facebook_lead,camp_175,email,do not contact,True
  Pauline Collier  ,pauline.c@outlook.com,43,M,+4428 9018 0999, South Gordonhaven ,UK,2022-07-03,facebook_lead,,email,,True
  Varsha Sibal  ,varshasibal@gmail.com,27,M,,Mango,India,2024-06-08,webinar_signup,camp_472,email,do not contact,False
  Ladli Sethi  ,ladli.sethi@yahoo.com,31,Other,2461051109, Faridabad ,India,2022-03-28,webinar_signup,camp_300,email,,True
  Upasna Behl  ,,,M,+917850205025,Buxar,India,2023-01-20,email_capture,,email,,True
  Urvashi Gade  ,urvashi_gade@outlook.com,25,M,3920102975, Agartala ,India,2023-07-25,facebook_lead,,social,follow up,False
  Triveni Nath  ,triveni66@yahoo.com,48,F,3965974425, Yamunanagar ,India,2023-11-14,facebook_lead,,organic,do not contact,True
  Trevor Taylor  ,trevor.taylor@gmail.com,60,F,0141 4960846,Port Derekberg,UK,2022-06-10,facebook_lead,camp_588,cpc,,True
  Aarna Gandhi  ,aarna.g@yahoo.com,29,F,, Tiruchirappalli ,India,2023-01-01,email_capture,,,,False
  Raghav Khare  ,raghav37@email.com,32,M,, Gandhinagar ,India,2023-04-19,email_capture,,email,do not contact,True
  Aayush Wagle  ,aayush5@yahoo.com,32,M,, Hazaribagh ,India,2023-01-29,facebook_lead,,organic,,False
  Marc Ward  ,marc_ward@outlook.com,29,M,020 74960725, Port Jonathan ,UK,2022-02-13,email_capture,camp_749,organic,follow up,True
  Yashodhara Brar  ,yashodhara.brar@outlook.com,,M,04990803586, Anantapuram ,India,2024-01-04,google_form,camp_277,social,,True
  Chakradev Parekh  ,chakradevparekh@yahoo.com,49,F,, Rampur ,India,2023-01-03,facebook_lead,camp_460,cpc,,True
  Kashvi Kohli  ,kashvi77@email.com,37,M,02791111085, Deoghar ,India,2023-04-05,google_form,,email,,True
  Holly Ross  ,hollyross@yahoo.com,43,F,+44(0)116 496 0500,Robertsonburgh,UK,2024-04-24,google_form,camp_810,organic,follow up,True
  Zashil Roy  ,zashil.r@gmail.com,18,M,6898593213, Gangtok ,India,2022-09-13,google_form,,email,follow up,True
  Sonia Heinrich  ,,43,M,06571 91826,Saarlouis,Germany,2023-12-24,webinar_signup,camp_778,,,False
  Stephanie Browning  ,,33,F,562.416.5914,East Mark,USA,2023-12-29,email_capture,camp_194,email,follow up,False
,david.phelps@yahoo.com,35,F,(873) 516-0917, South Adam ,Canada,2023-11-30,google_form,camp_238,organic,follow up,True
  Nisha Dalal  ,nisha59@yahoo.com,48,F,3073480022,Bilaspur,India,2024-08-19,webinar_signup,,organic,do not contact,True
  Mohammed Pal  ,,,M,7205548298, Motihari ,India,2023-04-22,email_capture,,email,,False
  Harsh Dhaliwal  ,harsh62@gmail.com,45,F,, Akola ,India,2024-06-13,webinar_signup,camp_669,cpc,,False
  Yug Shah  ,yug.shah@hotmail.com,40,F,+917847214617, Panchkula ,India,2023-08-18,email_capture,camp_253,cpc,VIP,True
  Michael Brandt  ,michael.brandt@hotmail.com,46,F,001-983-958-4461, Robinsonfurt ,USA,2022-03-15,google_form,camp_687,email,,True
  Melissa Miller  ,melissamiller@yahoo.com,61,F,(0161)4960129, Parkinsonfurt ,UK,2023-11-14,email_capture,,social,follow up,True
  Keith Mcmahon  ,keith_mcmahon@email.com,39,F,001-954-949-7912, East Ashleymouth ,USA,2024-01-26,google_form,camp_196,cpc,VIP,False
,,,M,+914529267698, Giridih ,India,2023-09-17,partner_import,,social,,True
  Anne Arnold  ,annearnold@outlook.com,54,F,01414960008,Lake Karen,UK,2022-06-10,partner_import,camp_999,social,VIP,True
  Chad Brown  ,chad.b@yahoo.com,29,M,497.587.1375, East Anthony ,USA,2024-04-28,email_capture,,organic,follow up,True
  Triya Singhal  ,,19,F,04458474134, Bhiwandi ,India,2023-09-06,facebook_lead,camp_806,cpc,,True
  Laban Kala  ,laban45@yahoo.com,-1,F,00596275193,Gandhinagar,India,2024-06-06,webinar_signup,camp_457,organic,do not contact,True
,zaid93@hotmail.com,30,F,0124844793, Karnal ,India,2025-12-31,webinar_signup,,cpc,follow up,True
,jill.tran@gmail.com,47,F,+1 (697) 829-2216, Barnesbury ,Canada,2023-05-11,webinar_signup,camp_354,organic,,True
  Niharika Dani  ,niharika.dani@email.com,22,F,+915686223070,Thanjavur,India,2023-01-10,partner_import,,cpc,,False
  Zayyan Vasa  ,zayyan.v@yahoo.com,41,F,, Meerut ,India,2023-03-10,facebook_lead,camp_503,social,do not contact,True
  Tanay Sarraf  ,tanay.s@outlook.com,,F,2718624475, Maheshtala ,India,2022-10-11,partner_import,,social,VIP,True
  Dev Cheema  ,,18,F,+911380782878, Tenali ,India,2024-07-15,webinar_signup,,email,,True
  Stephen Norman  ,stephennorman@gmail.com,22,M,0306 9990830, Lake Frederickbury ,UK,2023-09-21,facebook_lead,camp_275,organic,follow up,False
  Emma Stanton  ,,18,M,(656)908-3200, Stonehaven ,USA,2022-11-27,webinar_signup,camp_468,email,VIP,True
  Omaja Brahmbhatt  ,omaja.b@gmail.com,39,F,04598586635,Anantapur,India,2022-06-08,google_form,,organic,,False
  Michelle Gonzales  ,,36,M,, Brewershire ,USA,2024-08-28,google_form,camp_283,social,VIP,True
  Chaman Buch  ,chaman.b@email.com,29,Other,, Bhiwani ,India,2023-02-11,webinar_signup,camp_259,social,,False
  Benjamin Mutti  ,MALcOLm.gReENWOOD@hotmaIL.cOM,27,F,4699842882, Sultan Pur Majra ,India,2022-08-29,partner_import,,,,True
  Balendra Narasimhan  ,balendra_narasimhan@gmail.com,46,F,+910313298871,Bhagalpur,India,2023-09-19,google_form,camp_554,email,do not contact,False
  Nathaniel Badal  ,nathanielbadal@yahoo.com,49,M,+916686427786, Purnia ,India,2023-10-28,google_form,,,VIP,False
  Hamsini Grewal  ,hamsinigrewal@hotmail.com,,F,02876032087, Kishanganj ,India,2023-06-08,partner_import,camp_763,organic,follow up,True
  Melissa Berry  ,,37,F,471-452-3910, Elizabethland ,USA,2024-10-13,partner_import,camp_500,,VIP,True
  Kevin Woods  ,kevin.w@gmail.com,27,M,+1-983-309-3096x7139,East Raymondberg,USA,2022-03-25,partner_import,,organic,,True
  Upkaar Luthra  ,upkaarluthra@gmail.com,33,M,01062833455, Latur ,India,2022-10-18,facebook_lead,,email,do not contact,True
,ANAMIKA.ROUT@HOTMAIL.COM,18,M,(317)367-2019, South Richardberg ,USA,2024-02-19,webinar_signup,,email,,True
  Robin Williams  ,robin_williams@gmail.com,32,M,+1-607-525-8733x930,Jamesborough,USA,2023-06-20,webinar_signup,camp_294,social,,True
  Amanda Guerrero  ,amanda.g@email.com,35,F,848.412.4211x408,Michelleshire,USA,2024-03-09,partner_import,camp_373,social,do not contact,False
  Elizabeth Hendrix  ,elizabethhendrix@gmail.com,40,F,(794)862-0935,Port Judytown,USA,2023-02-27,google_form,camp_803,email,,False
  Hema Sandal  ,hema.sandal@gmail.com,18,M,+913277004535, Bhimavaram ,India,2022-12-17,webinar_signup,camp_447,,follow up,True
,upma.kamdar@outlook.com,40,M,+912732285704, Rohtak ,India,2023-12-22,google_form,camp_173,cpc,,True
  Benjamin Dua  ,,42,M,, Durg ,India,2023-10-31,partner_import,camp_265,organic,,False
  Linda Lewis  ,linda.l@email.com,47,M,, Andreaside ,USA,2024-04-07,google_form,camp_699,email,,True
  Andrew Weaver  ,andrew22@hotmail.com,44,M,, Port Travis ,Australia,2023-01-25,partner_import,,,do not contact,False
  Hemang Chawla  ,hemang55@gmail.com,33,M,07881596467, Dehri ,India,2022-01-31,facebook_lead,,social,do not contact,False
  Mahika Oza  ,mahikaoza@gmail.com,28,M,09044846733,Mangalore,India,2022-04-11,google_form,camp_508,email,,True
  Ekavir Gaba  ,,49,F,08955877006, Mathura ,India,2023-11-08,partner_import,,social,,True
  Adweta Munshi  ,adwetamunshi@yahoo.com,46,F,9426407608, Tiruppur ,India,2022-04-04,google_form,camp_520,cpc,,False
,daniel.chada@gmail.com,46,M,+910339801387,Gandhinagar,India,2023-05-09,email_capture,camp_802,social,do not contact,True
  Maanas Kapur  ,maanaskapur@email.com,,F,+915689058108, Bhiwandi ,India,2024-06-18,webinar_signup,,email,follow up,True
  Daniel Ross  ,not-valid-email,51,M,946.976.2120x216,New Noah,Singapore,2023-03-03,email_capture,,social,,True
  Jasmit Kamdar  ,jasmit75@gmail.com,70,M,+917435670277, Sasaram ,India,2022-08-26,google_form,camp_999,organic,do not contact,False
  Michael Parker  ,BRANDI.F@HOTMAIL.COM,45,M,(230)841-2027, West Christinafort ,USA,2024-07-19,facebook_lead,,email,do not contact,False
  Brian Shea  ,,27,F,(02) 0386 5719, West Danafurt ,Australia,2022-12-07,partner_import,,social,,False
  Triveni Bobal  ,triveni.bobal@gmail.com,25,F,, Mau ,India,2024-02-13,facebook_lead,,social,,True
  Hemal Prabhakar  ,,38,F,00553629171, Kottayam ,India,2023-04-22,partner_import,,cpc,,True
  Charles Bradley  ,charles.bradley@outlook.com,57,M,+61-3-3445-6557, Jesusborough ,Australia,2023-05-13,email_capture,,social,follow up,False
  Jerry Simpson  ,jerry47@yahoo.com,18,F,2298907166, East David ,USA,2023-03-07,webinar_signup,camp_976,cpc,follow up,True
  Juan Santos  ,juan_santos@outlook.com,19,M,555-242-0340, North Christinafurt ,USA,2024-04-20,email_capture,camp_231,social,,True
  Sue Elliott  ,sueelliott@gmail.com,33,M,, Timothyville ,USA,2022-07-26,facebook_lead,camp_348,cpc,,False
  Janya Mangat  ,janya48@hotmail.com,51,F,+918395252520, Bettiah ,India,2022-06-16,partner_import,camp_126,organic,do not contact,True
  Annette Hawkins  ,annette44@yahoo.com,34,M,, Mohammedland ,UK,2024-03-24,partner_import,,,do not contact,False
  Xiti Gade  ,xiti_gade@yahoo.com,40,F,+916511921457, Sagar ,India,2023-04-12,webinar_signup,camp_276,organic,follow up,False
  Jordan Burns  ,jordan60@yahoo.com,39,M,01214960789, Tracyberg ,UK,2023-07-17,facebook_lead,camp_909,organic,,True
  Ekaja Dixit  ,ekaja.d@hotmail.com,,F,, Dewas ,India,2024-10-18,partner_import,camp_644,cpc,do not contact,True
  Glenn Turner  ,glennturner@outlook.com,35,M,(0161)4960532, Brownbury ,UK,2022-01-04,email_capture,camp_507,organic,,False
  Michael Johnson  ,michaeljohnson@outlook.com,53,F,+1-527-771-6701x45089,South Dorothybury,Singapore,2023-09-30,email_capture,camp_245,social,,False
  Derrick Patrick  ,derrick_patrick@email.com,,F,260.810.8018x103, North Shannon ,USA,2023-08-31,partner_import,camp_877,social,,False
  Dakshesh Gulati  ,dakshesh_gulati@gmail.com,35,F,5321244029, Junagadh ,India,2024-05-09,partner_import,camp_177,social,follow up,False
  Vivaan Mann  ,,39,F,0941218052, Morena ,India,2023-02-10,facebook_lead,,,,False
  Wayne Kelly  ,wayne_kelly@gmail.com,34,M,(0113)4960982, West Naomiton ,UK,2023-07-03,partner_import,,cpc,,False
  Edhitha Bhat  ,edhitha_bhat@hotmail.com,57,M,0479412325, Vellore ,India,2022-09-17,webinar_signup,camp_182,email,,True
  Abhiram Chadha  ,abhiramchadha@hotmail.com,40,M,9113434857, Panihati ,India,2023-07-30,webinar_signup,camp_780,,,True
  Caterina Bolander  ,,18,F,0234456557, Genthin ,Germany,2024-04-19,google_form,,,do not contact,True
  Joshua Harding  ,BhAVnAluThRA@emAiL.cOM,,M,, Janetmouth ,USA,2022-04-15,partner_import,,social,,True
  Timothy Alvarado  ,timothy.a@yahoo.com,18,F,+1-962-789-0028x7721, West Tara ,Singapore,2024-03-06,email_capture,camp_450,,VIP,False
  Brent Walker  ,brent.w@email.com,34,,+1-366-931-7797x1775, North Richardton ,Singapore,2024-07-27,facebook_lead,camp_430,email,,True
  Tanish Sankaran  ,STEPHANIE.ADAMS@GMAIL.COM,26,F,2768612734, Bhiwandi ,India,2023-11-23,facebook_lead,camp_166,email,,True
  Jackson Dora  ,jackson.d@email.com,46,,+912913813014, Karaikudi ,India,2023-11-26,google_form,,organic,follow up,True
  Bakhshi Gaba  ,bakhshi45@yahoo.com,29,M,8908881966, Karimnagar ,India,2023-06-13,google_form,camp_305,cpc,do not contact,True
  Nakul Guha  ,nakul.guha@yahoo.com,56,F,+919199082133, Katni ,India,2023-06-02,facebook_lead,,organic,,True
  Christopher Romero  ,christopher.romero@yahoo.com,18,F,,Port Richard,USA,2022-05-13,email_capture,camp_485,,do not contact,True
  Samuel Chandra  ,samuel_chandra@gmail.com,,M,02366704171, Bellary ,India,2024-05-10,facebook_lead,camp_529,social,,True
  Danny Gonzalez  ,not-valid-email,18,M,8968258857, Tylerborough ,USA,2024-06-05,facebook_lead,camp_442,organic,,False
  George Contractor  ,george6@hotmail.com,38,F,7405013320, Darbhanga ,India,2023-10-28,email_capture,camp_489,,follow up,True
  Angela Smith  ,angela9@hotmail.com,44,M,799-248-8375,Port Shawn,Singapore,2022-08-17,partner_import,camp_192,,,True
  Adya Pillai  ,adya_pillai@email.com,48,M,00714876507, Sri Ganganagar ,India,2022-06-12,webinar_signup,camp_155,organic,do not contact,True
  Mitesh Parmar  ,miteshparmar@email.com,31,F,7231631603, Ambala ,India,2024-04-21,partner_import,camp_675,organic,,True
  Faraj Chander  ,faraj35@outlook.com,25,F,, Silchar ,India,2024-08-04,webinar_signup,camp_542,cpc,,True
  David Smith  ,david_smith@yahoo.com,35,F,839.462.7466, West Brendahaven ,USA,2022-03-14,google_form,camp_378,,,False
  Triya Bajaj  ,triya38@outlook.com,41,F,+915994696693, Shahjahanpur ,India,2022-06-14,webinar_signup,camp_214,social,VIP,False
  Derek Carrillo  ,,,F,21277561, Tamiborough ,Australia,2024-01-24,google_form,camp_139,email,,True
  Tejas Shenoy  ,tejas.shenoy@outlook.com,36,M,+910715800971,Nashik,India,2023-09-04,google_form,camp_502,organic,follow up,True
  John Taylor  ,johntaylor@yahoo.com,49,M,300.304.6661x4590,South Briannamouth,USA,2022-06-03,webinar_signup,camp_769,organic,,False
  David King  ,davidking@outlook.com,37,F,2497388194,Lake Whitney,USA,2023-03-18,email_capture,camp_265,organic,,True
  Cameron Mueller  ,cameron.m@outlook.com,43,M,9498980949,Fowlerland,USA,2024-03-23,webinar_signup,camp_918,organic,,True
  Osha Hora  ,osha.h@gmail.com,48,F,+912343065874,Hosur,India,2023-08-30,facebook_lead,camp_668,,,True
  James Garza  ,james.garza@email.com,31,M,+1-616-269-8416x61237, Castilloview ,USA,2022-06-05,partner_import,camp_535,organic,,True
  Clemens Gutknecht  ,clemens_gutknecht@outlook.com,40,M,+49 (0) 9121 277561, Freising ,Germany,2024-05-08,webinar_signup,camp_707,cpc,,True
  Reyansh Garg  ,reyanshgarg@email.com,64,F,, Dindigul ,India,2023-10-15,email_capture,camp_509,,follow up,True
  Geetika Mahal  ,,24,F,,Noida,India,2023-12-05,google_form,camp_146,social,do not contact,True
  Priya Tandon  ,priyatandon@email.com,30,F,8387369323,Patna,India,2022-03-26,webinar_signup,camp_509,cpc,follow up,False
  John Rivas  ,johnrivas@yahoo.com,21,F,001-256-323-8994x99197, Frederickchester ,USA,2022-08-21,partner_import,camp_565,social,,False
  Aarna Keer  ,aarna.keer@email.com,30,F,04758466486, Shimoga ,India,2023-04-10,facebook_lead,,social,,True
  Ann Harvey  ,DESIREE.PATBERG@GMAIL.COM,34,F,357.211.3055x4885, South Donald ,Singapore,2023-07-26,partner_import,,cpc,,False
  Melanie Sosa  ,melanie_sosa@outlook.com,43,F,(303)370-8782, Brownburgh ,USA,2024-09-01,partner_import,,,follow up,True
,guneet.r@outlook.com,34,F,+917120631755,Ramgarh,India,2022-11-16,email_capture,camp_159,cpc,,True
  Nicola Hawkins  ,nicola.h@email.com,18,M,(0118)4960890,Lake Raymondtown,UK,2024-06-14,google_form,,,,False
  Riya Srivastava  ,,33,F,00145840811, Nizamabad ,India,2022-10-09,partner_import,camp_233,organic,do not contact,False
  Fariq Pingle  ,fariq_pingle@outlook.com,30,M,02814361168, Kochi ,India,2023-12-10,facebook_lead,,organic,,True
  Joshua Stuart  ,joshuastuart@hotmail.com,33,F,1-972-269-8485, East Jason ,Canada,2023-06-16,google_form,,organic,,False
  Donna Hopkins  ,donna26@email.com,37,M,+1-941-481-3599x8989, North Theresatown ,USA,2024-07-01,facebook_lead,camp_325,organic,,False
  Toralf Jäntsch  ,toralf_jäntsch@yahoo.com,18,F,04112 490352,Waren,Germany,2024-05-06,google_form,,cpc,,True
  Jessica Medina  ,jessicamedina@outlook.com,30,M,+1-394-980-1864x4822, Alejandrabury ,USA,2022-01-19,partner_import,,,follow up,True
  Jennifer Parks  ,jennifer_parks@yahoo.com,23,M,728 851 5879,Nataliechester,Canada,2023-03-05,partner_import,,email,do not contact,True
  Harsh Mohanty  ,harsh.mohanty@gmail.com,25,M,00361189260, Mau ,India,2023-08-24,google_form,camp_309,,,False
  Harinakshi Madan  ,harinakshi7@hotmail.com,18,M,, Bidhannagar ,India,2024-05-30,google_form,camp_688,email,,False
  Anthony Marshall  ,anthony.marshall@gmail.com,27,M,+44(0)141 4960761,Elaineberg,UK,2023-12-18,google_form,,email,,True
  Gaurav Loke  ,,26,M,+913445459566, Bangalore ,India,2023-09-24,google_form,camp_852,cpc,,True
  Vihaan Amble  ,vihaan_amble@hotmail.com,,M,+911962272386, Shimoga ,India,2024-07-15,webinar_signup,,email,,True
  Jeremiah Chaudhary  ,CALEBCHOUDHRY@YAHOO.COM,24,M,7368385095,Jaipur,India,2024-08-06,webinar_signup,,social,,True
  Rishi Kuruvilla  ,rishi.kuruvilla@hotmail.com,53,F,+919916508113,Rampur,India,2023-06-05,google_form,camp_199,email,follow up,True
  Anirudh Khosla  ,,26,M,08484377006, Morbi ,India,2023-01-05,webinar_signup,camp_803,email,,True
  Jennifer Griffith  ,jennifer_griffith@yahoo.com,39,F,549-733-1637,Port Robertshire,Singapore,2023-06-22,google_form,camp_838,organic,,True
  Russell Booth  ,russellbooth@email.com,37,M,(028)9018046, Lake Mariaview ,UK,2024-07-17,facebook_lead,camp_930,email,,True
  Ganga Nayak  ,ganganayak@gmail.com,34,M,1429544966, Durg ,India,2023-06-16,email_capture,camp_432,organic,,True
  Lakshit Chad  ,lakshit_chad@hotmail.com,37,M,7562752800, Vijayanagaram ,India,2024-03-28,facebook_lead,camp_575,email,,True
  Shannon Ford  ,,31,F,12490352, South Tanyafurt ,Australia,2023-11-11,partner_import,,email,,True
  Iwan Klemm  ,iwan.klemm@email.com,29,M,0804420678, Brilon ,Germany,2022-10-19,email_capture,,cpc,follow up,True
  Ekalinga Sekhon  ,ekalinga32@hotmail.com,22,F,+914479459235, Alappuzha ,India,2022-04-01,partner_import,,,follow up,True
  Brenda Butler  ,brenda18@gmail.com,18,F,, West Geoffreyville ,UK,2023-12-26,google_form,camp_272,organic,,False
,,41,M,362-003-4244, Lake Kristenborough ,Canada,2022-01-17,facebook_lead,camp_229,organic,,False
  Simon Kari  ,simonkari@yahoo.com,,F,+916489710017, Kirari Suleman Nagar ,India,2024-06-01,facebook_lead,camp_318,cpc,VIP,True
  Harshil Dass  ,harshil.d@outlook.com,33,F,9457613049, Karaikudi ,India,2024-05-14,google_form,,cpc,VIP,True
  Vincent Dobes  ,vincent.d@yahoo.com,38,F,+49 (0) 1003 236519,Biedenkopf,Germany,2023-06-12,partner_import,,social,VIP,True
  Baghyawati Chana  ,baghyawati10@yahoo.com,38,M,4235528337, Deoghar ,India,2024-05-15,webinar_signup,camp_493,,,True
  Urmi Parmer  ,urmi.parmer@gmail.com,,M,07981302656, Sirsa ,India,2022-11-02,google_form,,social,VIP,True
  Ashley Alexander  ,ashley_alexander@yahoo.com,48,M,957.308.2004x80675,Port Jacob,USA,2022-09-02,email_capture,,,,True
  Anna Evans  ,anna64@email.com,44,M,(411)928-7942x9688, Lanefort ,USA,2023-01-17,google_form,,cpc,do not contact,True
  Anastasios Bolzmann  ,anastasios.bolzmann@hotmail.com,29,,,Wernigerode,Germany,2022-07-31,email_capture,camp_424,cpc,,True
  Urmi Char  ,urmi.char@gmail.com,43,M,+915882187089, Srinagar ,India,2022-09-25,facebook_lead,camp_140,cpc,,False
